method,id,set,group_id,gate_on
direct,fpq_378,fpq,g_ea03550ceee73397,0
direct,fpq_379,fpq,g_ea03550ceee73397,0
direct,fpq_38,fpq,g_da34590d4f36118b,1
direct,fpq_380,fpq,g_645d45fa5925f541,1
direct,fpq_383,fpq,g_cf2fba1200ea9daf,0
direct,fpq_385,fpq,g_8bcec7c48239bfda,0
direct,fpq_386,fpq,g_f22f3efa712c221d,1
direct,fpq_387,fpq,g_6917327192562222,1
direct,fpq_388,fpq,g_1fa38295a9b81ae6,1
direct,fpq_389,fpq,g_1fa38295a9b81ae6,1
direct,fpq_39,fpq,g_59c8eb0389532e7c,1
direct,fpq_390,fpq,g_bab6e139ab1f2ceb,1
direct,fpq_391,fpq,g_bab6e139ab1f2ceb,1
direct,fpq_392,fpq,g_dc4d014737be2aa5,1
direct,fpq_394,fpq,g_bebaa054083074e9,0
direct,fpq_395,fpq,g_bebaa054083074e9,1
direct,fpq_396,fpq,g_4bea3a7efaf6846e,0
direct,fpq_397,fpq,g_1f5469f09b16ecc3,1
direct,fpq_398,fpq,g_2e0b59ed904136fb,1
direct,fpq_399,fpq,g_2e0b59ed904136fb,1
direct,fpq_4,fpq,g_b9bdc5e4663e46a5,1
direct,fpq_40,fpq,g_180a2f4fb476a8da,1
direct,fpq_400,fpq,g_94c0fe3211436732,1
direct,fpq_403,fpq,g_94c0fe3211436732,1
direct,fpq_405,fpq,g_e2af5323aeb7414f,1
direct,fpq_407,fpq,g_e2af5323aeb7414f,1
direct,fpq_408,fpq,g_e2af5323aeb7414f,1
direct,fpq_41,fpq,g_bc782fff330561e5,1
direct,fpq_415,fpq,g_66e9e5470d66f952,1
direct,fpq_416,fpq,g_66e9e5470d66f952,0
direct,fpq_417,fpq,g_66e9e5470d66f952,1
direct,fpq_42,fpq,g_f58144eff3c55e35,0
direct,fpq_420,fpq,g_3eb2b681bc43fcd9,1
direct,fpq_421,fpq,g_609a2b6d9e5999b2,1
direct,fpq_422,fpq,g_134b06bfa149feb0,1
direct,fpq_423,fpq,g_134b06bfa149feb0,1
direct,fpq_425,fpq,g_107eb984d25ea5ab,1
direct,fpq_426,fpq,g_107eb984d25ea5ab,1
direct,fpq_428,fpq,g_6df47b6886426780,0
direct,fpq_429,fpq,g_1ee4035c6638d7bd,1
direct,fpq_43,fpq,g_c0997e51d65d0496,1
direct,fpq_434,fpq,g_578c6dbbc1b2674d,1
direct,fpq_436,fpq,g_9be96888bdc63316,0
direct,fpq_438,fpq,g_0115bbd0b63fe0ec,1
direct,fpq_439,fpq,g_5390354115fe27f1,1
direct,fpq_44,fpq,g_c0997e51d65d0496,1
direct,fpq_443,fpq,g_364e149fa9d4f87f,1
direct,fpq_445,fpq,g_f5ee03e40ada5830,1
direct,fpq_446,fpq,g_f5ee03e40ada5830,1
direct,fpq_45,fpq,g_3a1d44267b620661,1
direct,fpq_459,fpq,g_3839f964a8a11d7b,1
direct,fpq_46,fpq,g_1953e82a310dec13,1
direct,fpq_460,fpq,g_3839f964a8a11d7b,0
direct,fpq_462,fpq,g_14c8ce6d8aacd7ad,1
direct,fpq_467,fpq,g_28b02aa97926c98b,1
direct,fpq_47,fpq,g_1953e82a310dec13,1
direct,fpq_472,fpq,g_6091608a8d96ab67,1
direct,fpq_473,fpq,g_4a44fd972a94c3db,1
direct,fpq_474,fpq,g_4a44fd972a94c3db,1
direct,fpq_477,fpq,g_ad1bc9af0bd65616,1
direct,fpq_479,fpq,g_322ef7eb4b0b8b42,1
direct,fpq_48,fpq,g_677a9285e0f3e5de,0
direct,fpq_484,fpq,g_525a9b81fe59a449,1
direct,fpq_485,fpq,g_104997b2f8dc665e,1
direct,fpq_487,fpq,g_fac45a3979a2caba,1
direct,fpq_488,fpq,g_fac45a3979a2caba,0
direct,fpq_49,fpq,g_677a9285e0f3e5de,1
direct,fpq_492,fpq,g_24c2810a7515e42d,1
direct,fpq_493,fpq,g_157d49e936d751a8,1
direct,fpq_494,fpq,g_157d49e936d751a8,1
direct,fpq_495,fpq,g_957d77a00c5f509c,1
direct,fpq_497,fpq,g_e5a761c9e362bd37,0
direct,fpq_499,fpq,g_a5e65ea6e0e0427f,0
direct,fpq_5,fpq,g_b9bdc5e4663e46a5,0
direct,fpq_50,fpq,g_677a9285e0f3e5de,0
direct,fpq_500,fpq,g_f4752a834936a70f,0
direct,fpq_501,fpq,g_f4752a834936a70f,1
direct,fpq_502,fpq,g_8dba62e1beed3a7d,1
direct,fpq_505,fpq,g_d2e1c875a2cc9a5c,1
direct,fpq_506,fpq,g_14bf65c395eccad7,0
direct,fpq_507,fpq,g_14bf65c395eccad7,0
direct,fpq_51,fpq,g_2a5a6ba709d1e6ba,1
direct,fpq_512,fpq,g_3bda14289ea1657e,1
direct,fpq_514,fpq,g_3bda14289ea1657e,1
direct,fpq_516,fpq,g_633b783ed1ae9ce6,1
direct,fpq_517,fpq,g_adf307c1c4e0c1d9,0
direct,fpq_52,fpq,g_2a5a6ba709d1e6ba,1
direct,fpq_521,fpq,g_c1d6bf1333f7e81d,1
direct,fpq_522,fpq,g_c1d6bf1333f7e81d,1
direct,fpq_524,fpq,g_97d6b514ff75f8c8,0
direct,fpq_525,fpq,g_97d6b514ff75f8c8,0
direct,fpq_53,fpq,g_2a5a6ba709d1e6ba,1
direct,fpq_530,fpq,g_59b190d450e12f75,1
direct,fpq_531,fpq,g_e562c0267bf624d5,0
direct,fpq_534,fpq,g_6e51e9ca91a6b310,1
direct,fpq_535,fpq,g_6e51e9ca91a6b310,1
direct,fpq_54,fpq,g_120d4a53c047dd85,1
direct,fpq_542,fpq,g_a786d0d624f2e2c9,0
direct,fpq_543,fpq,g_a108ca476d22f926,1
direct,fpq_546,fpq,g_5ca9e3e3726c0aed,1
direct,fpq_547,fpq,g_5ca9e3e3726c0aed,1
direct,fpq_549,fpq,g_53ae043726b29c83,1
direct,fpq_55,fpq,g_1e6435ddab760f8e,1
direct,fpq_550,fpq,g_57b08bdcf08d1183,1
direct,fpq_552,fpq,g_f157eaf72fbfc2a9,1
direct,fpq_556,fpq,g_9257e4d001b7fd7a,1
direct,fpq_557,fpq,g_9257e4d001b7fd7a,0
direct,fpq_558,fpq,g_ec08ec5bc743aabd,1
direct,fpq_559,fpq,g_1df5c809ca4cda6e,1
direct,fpq_56,fpq,g_8d2a718344704c15,0
direct,fpq_560,fpq,g_a9f94b25b9241449,1
direct,fpq_563,fpq,g_6511bae2f73d8756,1
direct,fpq_564,fpq,g_4bea3a7efaf6846e,0
direct,fpq_565,fpq,g_b5e0498ed763e2db,0
direct,fpq_566,fpq,g_b5e0498ed763e2db,1
direct,fpq_57,fpq,g_261fece1aa1a84cc,1
direct,fpq_570,fpq,g_ea1b1292c8e74b26,1
direct,fpq_572,fpq,g_47968107c0f5a9d8,1
direct,fpq_574,fpq,g_465379ee781c7767,1
direct,fpq_58,fpq,g_3cf0e37d5cc8e4c7,1
direct,fpq_580,fpq,g_06261b9fdb31cde7,1
direct,fpq_583,fpq,g_3282ccd5fd046b18,0
direct,fpq_584,fpq,g_246dc5d5b6358326,1
direct,fpq_586,fpq,g_b96789edde5ebe02,1
direct,fpq_59,fpq,g_3cf0e37d5cc8e4c7,0
direct,fpq_593,fpq,g_ed0fffb3c2864c4b,0
direct,fpq_595,fpq,g_08d289269282cb6c,1
direct,fpq_596,fpq,g_08d289269282cb6c,1
direct,fpq_598,fpq,g_61f59cdc17106f31,1
direct,fpq_6,fpq,g_d0558e4ba93c3774,0
direct,fpq_60,fpq,g_3e9b3f17bf68f43b,0
direct,fpq_600,fpq,g_f2ba2f1437dbc4b1,1
direct,fpq_601,fpq,g_f2ba2f1437dbc4b1,1
direct,fpq_603,fpq,g_2db4d541c3c288f5,1
direct,fpq_604,fpq,g_9a80d4288fb4a494,0
direct,fpq_606,fpq,g_c2e71cfd4489ceda,0
direct,fpq_607,fpq,g_1aae9e8d45a350d0,1
direct,fpq_608,fpq,g_ffe598021a0591dd,0
direct,fpq_609,fpq,g_ffe598021a0591dd,0
direct,fpq_61,fpq,g_5259300d91a12b52,1
direct,fpq_610,fpq,g_ffe598021a0591dd,0
direct,fpq_611,fpq,g_56fcfb23779cd978,1
direct,fpq_612,fpq,g_622de1e6e0c049fd,0
direct,fpq_613,fpq,g_a107636a7eec2e99,1
direct,fpq_614,fpq,g_a107636a7eec2e99,1
direct,fpq_615,fpq,g_a107636a7eec2e99,1
direct,fpq_616,fpq,g_a107636a7eec2e99,1
direct,fpq_617,fpq,g_f5ad3ce90fb8e435,1
direct,fpq_618,fpq,g_f5ad3ce90fb8e435,0
direct,fpq_619,fpq,g_1c5665ef5c01f1d7,1
direct,fpq_62,fpq,g_7c76fd39492792e5,1
direct,fpq_620,fpq,g_1c5665ef5c01f1d7,1
direct,fpq_621,fpq,g_eb8f6804d1c637b6,0
direct,fpq_622,fpq,g_eb8f6804d1c637b6,1
direct,fpq_623,fpq,g_eb8f6804d1c637b6,1
direct,fpq_624,fpq,g_50755827d69bcd14,1
direct,fpq_625,fpq,g_48daddc9a2091b80,1
direct,fpq_626,fpq,g_cbd8e06081de3089,1
direct,fpq_628,fpq,g_f3aa8a75a159950c,1
direct,fpq_629,fpq,g_f3aa8a75a159950c,0
direct,fpq_63,fpq,g_1c2c52fa313ede3f,1
direct,fpq_630,fpq,g_f3aa8a75a159950c,1
direct,fpq_631,fpq,g_d42de5a23d21046b,1
direct,fpq_632,fpq,g_d42de5a23d21046b,1
direct,fpq_633,fpq,g_d42de5a23d21046b,0
direct,fpq_634,fpq,g_3501d3281d06658b,1
direct,fpq_635,fpq,g_543e733353e62deb,0
direct,fpq_636,fpq,g_cbd8e06081de3089,1
direct,fpq_638,fpq,g_cbd8e06081de3089,1
direct,fpq_639,fpq,g_7a7d282b958f2563,0
direct,fpq_64,fpq,g_1c2c52fa313ede3f,1
direct,fpq_640,fpq,g_7b40dfc7097a1344,0
direct,fpq_641,fpq,g_7b40dfc7097a1344,0
direct,fpq_643,fpq,g_3f3f074567621eab,0
direct,fpq_644,fpq,g_8dde43bf29e73433,0
direct,fpq_645,fpq,g_c8b946a990d498cb,0
direct,fpq_646,fpq,g_c8b946a990d498cb,0
direct,fpq_647,fpq,g_c8b946a990d498cb,1
direct,fpq_649,fpq,g_89e6313cbb50c271,0
direct,fpq_65,fpq,g_73e83bdeacfff794,1
direct,fpq_650,fpq,g_89e6313cbb50c271,0
direct,fpq_652,fpq,g_a11eb7ec011a3efc,0
direct,fpq_653,fpq,g_4acf2752c5f6a27e,1
direct,fpq_654,fpq,g_0b84d27b6c84a4d5,1
direct,fpq_655,fpq,g_df5010db83d03311,1
direct,fpq_657,fpq,g_df5010db83d03311,1
direct,fpq_659,fpq,g_347d09921d3f89c9,1
direct,fpq_66,fpq,g_9fd46b63211f28f0,0
direct,fpq_661,fpq,g_b361b7e403261e2f,0
direct,fpq_662,fpq,g_5cc24a9ca907104f,1
direct,fpq_663,fpq,g_5cc24a9ca907104f,1
direct,fpq_666,fpq,g_a7f4db6c2258d390,1
direct,fpq_669,fpq,g_acc7ea77b7fbcaaa,0
direct,fpq_67,fpq,g_9fd46b63211f28f0,0
direct,fpq_671,fpq,g_6745c8f45534b8ce,1
direct,fpq_675,fpq,g_d213d38533744fa8,1
direct,fpq_676,fpq,g_24b2a452f573fbc0,0
direct,fpq_677,fpq,g_24b2a452f573fbc0,0
direct,fpq_678,fpq,g_84ecf92350142eb6,1
direct,fpq_68,fpq,g_6f53b0356755aa72,0
direct,fpq_682,fpq,g_97ec18577a7cface,0
direct,fpq_685,fpq,g_17e434e1e324de3d,1
direct,fpq_687,fpq,g_ce8c27d75c213f16,0
direct,fpq_689,fpq,g_ce8c27d75c213f16,0
direct,fpq_69,fpq,g_623be088511381ce,1
direct,fpq_690,fpq,g_2403a6b529c02e5a,1
direct,fpq_691,fpq,g_2403a6b529c02e5a,1
direct,fpq_692,fpq,g_f297dcc30d3f8e37,0
direct,fpq_694,fpq,g_10ab7b8526f7b2bc,1
direct,fpq_695,fpq,g_10ab7b8526f7b2bc,1
direct,fpq_696,fpq,g_10ab7b8526f7b2bc,1
direct,fpq_697,fpq,g_9f0da153b94bf67a,1
direct,fpq_699,fpq,g_dd0725db080da088,0
direct,fpq_7,fpq,g_9d488808e645e145,1
direct,fpq_70,fpq,g_879787cb22d42c3c,0
direct,fpq_702,fpq,g_c8f5a0ba89c3ac26,1
direct,fpq_703,fpq,g_c8f5a0ba89c3ac26,1
direct,fpq_704,fpq,g_59a4f8c0862b20a2,1
direct,fpq_705,fpq,g_aecf7d1293092c31,1
direct,fpq_706,fpq,g_febeb13ab3854627,1
direct,fpq_71,fpq,g_879787cb22d42c3c,0
direct,fpq_712,fpq,g_8e47b53225b890e8,1
direct,fpq_713,fpq,g_934919d7f1afbc27,0
direct,fpq_72,fpq,g_d51f767991e614c8,1
direct,fpq_721,fpq,g_793434b301ecb98f,1
direct,fpq_722,fpq,g_793434b301ecb98f,1
direct,fpq_723,fpq,g_fcea2ef492fea180,1
direct,fpq_724,fpq,g_3f9c4d31bf083495,0
direct,fpq_725,fpq,g_6282c3955ec9a11e,0
direct,fpq_726,fpq,g_3a0efef295c5adc4,1
direct,fpq_727,fpq,g_1fc84291f05020ed,1
direct,fpq_728,fpq,g_1fc84291f05020ed,1
direct,fpq_729,fpq,g_968e7c60f5d28f55,0
direct,fpq_73,fpq,g_56d6a600166c30ab,0
direct,fpq_730,fpq,g_1d60144819a5e36e,0
direct,fpq_735,fpq,g_a8909707f4162e6e,1
direct,fpq_736,fpq,g_a8909707f4162e6e,0
direct,fpq_738,fpq,g_9a80d4288fb4a494,0
direct,fpq_739,fpq,g_0157d379f2d95a20,1
direct,fpq_74,fpq,g_56d6a600166c30ab,1
direct,fpq_740,fpq,g_2f72bb4be6403b44,1
direct,fpq_741,fpq,g_906b9e8c0c0517d1,1
direct,fpq_743,fpq,g_b07e4772a464be48,0
direct,fpq_744,fpq,g_b07e4772a464be48,1
direct,fpq_745,fpq,g_b07e4772a464be48,0
direct,fpq_746,fpq,g_6385f4f592c98c5f,1
direct,fpq_747,fpq,g_c14890750c41d9c4,1
direct,fpq_749,fpq,g_86438a78d793baa9,0
direct,fpq_75,fpq,g_4606044722220183,1
direct,fpq_750,fpq,g_50fa490ab9768889,1
direct,fpq_751,fpq,g_eb166e935eed5801,1
direct,fpq_753,fpq,g_e0c70ad838746da5,1
direct,fpq_754,fpq,g_b69fc8387174b628,1
direct,fpq_755,fpq,g_3d2bb1ca5fddfb2e,1
direct,fpq_76,fpq,g_b9bdc5e4663e46a5,0
direct,fpq_761,fpq,g_e92017decc3e369f,1
direct,fpq_762,fpq,g_e1113816a5288199,1
direct,fpq_763,fpq,g_bbc61a39746e49fc,1
direct,fpq_764,fpq,g_bbc61a39746e49fc,1
direct,fpq_77,fpq,g_b9bdc5e4663e46a5,0
direct,fpq_771,fpq,g_8f401a225532467d,1
direct,fpq_772,fpq,g_8f401a225532467d,1
direct,fpq_773,fpq,g_5ee72da23f515702,1
direct,fpq_774,fpq,g_5ee72da23f515702,1
direct,fpq_775,fpq,g_90bd6c6ed64dca89,1
direct,fpq_776,fpq,g_90bd6c6ed64dca89,1
direct,fpq_777,fpq,g_90bd6c6ed64dca89,1
direct,fpq_778,fpq,g_154cd22f42fd549b,0
direct,fpq_78,fpq,g_b9bdc5e4663e46a5,0
direct,fpq_780,fpq,g_74caadd15d94fa3e,1
direct,fpq_781,fpq,g_5ef26aca81075ee9,1
direct,fpq_789,fpq,g_8e3b98a6c1d1d8e5,1
direct,fpq_794,fpq,g_ec0536b04409d548,1
direct,fpq_797,fpq,g_331c7cc9179e1c1a,1
direct,fpq_798,fpq,g_331c7cc9179e1c1a,1
direct,fpq_799,fpq,g_530a5de630a03a77,0
direct,fpq_8,fpq,g_9d488808e645e145,1
direct,fpq_80,fpq,g_5cea8849e3d5e09d,1
direct,fpq_801,fpq,g_d9f855016027d449,0
direct,fpq_802,fpq,g_d9f855016027d449,0
direct,fpq_804,fpq,g_89b700dccbd81fab,0
direct,fpq_805,fpq,g_3e9a786a73765d70,1
direct,fpq_806,fpq,g_a3eb2eadc31e0867,0
direct,fpq_807,fpq,g_a3eb2eadc31e0867,0
direct,fpq_808,fpq,g_8d9454600169c6b2,1
direct,fpq_81,fpq,g_bf7120dde2b7a065,1
direct,fpq_813,fpq,g_0f9e2fb7a93c5c61,1
direct,fpq_814,fpq,g_0f9e2fb7a93c5c61,1
direct,fpq_817,fpq,g_a1a72bbbfd1466ac,0
direct,fpq_818,fpq,g_a1a72bbbfd1466ac,1
direct,fpq_82,fpq,g_13a47a3e847a04f6,1
direct,fpq_820,fpq,g_8308b02c35d2fd58,1
direct,fpq_823,fpq,g_cdad56ce64e001c4,1
direct,fpq_824,fpq,g_dec60e6529614579,1
direct,fpq_827,fpq,g_fb918ca18dd653ae,1
direct,fpq_828,fpq,g_2b489445c1c9064f,1
direct,fpq_829,fpq,g_2b489445c1c9064f,1
direct,fpq_830,fpq,g_aac68710f603cab3,1
direct,fpq_831,fpq,g_aac68710f603cab3,1
direct,fpq_832,fpq,g_4856ccb2444ee815,0
direct,fpq_833,fpq,g_669f7412c9f3f19b,1
direct,fpq_834,fpq,g_669f7412c9f3f19b,1
direct,fpq_835,fpq,g_11fde16f0c8cca46,1
direct,fpq_836,fpq,g_11fde16f0c8cca46,1
direct,fpq_837,fpq,g_11fde16f0c8cca46,0
direct,fpq_838,fpq,g_f92ddbcc1f634f0b,1
direct,fpq_839,fpq,g_f92ddbcc1f634f0b,1
direct,fpq_84,fpq,g_db45277df8b457d2,0
direct,fpq_840,fpq,g_3f937aaf8e8d8a35,0
direct,fpq_844,fpq,g_22c8588c92e14e07,1
direct,fpq_846,fpq,g_d009eb1ebebd1c8e,0
direct,fpq_847,fpq,g_d009eb1ebebd1c8e,0
direct,fpq_848,fpq,g_85d62e48f03c7a3c,1
direct,fpq_849,fpq,g_85d62e48f03c7a3c,1
direct,fpq_85,fpq,g_db45277df8b457d2,0
direct,fpq_850,fpq,g_85d62e48f03c7a3c,1
direct,fpq_851,fpq,g_7a2638904ead299e,1
direct,fpq_852,fpq,g_69ab39542ebedb58,1
direct,fpq_854,fpq,g_69ab39542ebedb58,1
direct,fpq_855,fpq,g_4e090a8e9a88d032,0
direct,fpq_858,fpq,g_a7e2f43f9dd68625,1
direct,fpq_859,fpq,g_8955d243852d149b,1
direct,fpq_860,fpq,g_8955d243852d149b,0
direct,fpq_861,fpq,g_f9e1c7fe82335874,0
direct,fpq_862,fpq,g_c29ea773317be5eb,1
direct,fpq_863,fpq,g_5f056dbe40531947,1
direct,fpq_864,fpq,g_5f056dbe40531947,0
direct,fpq_865,fpq,g_b9dbaf70b8b06d4b,0
direct,fpq_866,fpq,g_6231ce260b9add43,0
direct,fpq_869,fpq,g_11a21a27ad496bda,1
direct,fpq_87,fpq,g_846fcef047e655d9,0
direct,fpq_870,fpq,g_cc9afb0fc748923e,0
direct,fpq_871,fpq,g_cc9afb0fc748923e,0
direct,fpq_872,fpq,g_cc9afb0fc748923e,0
direct,fpq_88,fpq,g_0546ac634af40b22,1
direct,fpq_89,fpq,g_c385ff6e98a203cc,0
direct,fpq_9,fpq,g_5cea8849e3d5e09d,1
direct,fpq_90,fpq,g_c385ff6e98a203cc,0
direct,fpq_91,fpq,g_f73449782f83e067,1
direct,fpq_92,fpq,g_9e9ab7463642dd76,0
direct,fpq_94,fpq,g_a30fe563ea9cb798,0
direct,fpq_95,fpq,g_a30fe563ea9cb798,0
direct,fpq_96,fpq,g_bc782fff330561e5,1
direct,fpq_97,fpq,g_378a18daed031554,0
direct,fpq_98,fpq,g_378a18daed031554,1
direct,fpq_99,fpq,g_c0997e51d65d0496,1
direct,nfp_1000,nfp,g_b515ce473d61814c,1
direct,nfp_1001,nfp,g_2bb1095ecad09dfe,1
direct,nfp_1002,nfp,g_846c9d57d2496fe2,1
direct,nfp_1003,nfp,g_d511cbc4501333dc,0
direct,nfp_1004,nfp,g_ee7a062cb00ef613,0
direct,nfp_1005,nfp,g_37c348b0c4277481,1
direct,nfp_1006,nfp,g_297cdaa9fd66c13e,0
direct,nfp_1008,nfp,g_72dee60505a8a41c,0
direct,nfp_1009,nfp,g_049d816d1248bf38,1
direct,nfp_1010,nfp,g_17bff1c899a169da,1
direct,nfp_1011,nfp,g_905798f6469780ed,0
direct,nfp_1012,nfp,g_60a7d99c918bda2a,0
direct,nfp_1013,nfp,g_5e1b54921da2ee83,0
direct,nfp_1014,nfp,g_5c363e4c7adb64aa,0
direct,nfp_1015,nfp,g_5342ae3daa3c7434,0
direct,nfp_1016,nfp,g_67032c1bef5d96ac,1
direct,nfp_1017,nfp,g_90d87fd42f3e6ced,0
direct,nfp_1018,nfp,g_726e9e549f432cce,0
direct,nfp_1019,nfp,g_a0845f8eac299ae9,0
direct,nfp_1020,nfp,g_ddc65185bd88231a,1
direct,nfp_1021,nfp,g_4f8755aa476cd854,1
direct,nfp_1022,nfp,g_26fe02908f531fd6,0
direct,nfp_1023,nfp,g_74b9464b5d58a496,1
direct,nfp_1024,nfp,g_2acb1d96825bc240,0
direct,nfp_1025,nfp,g_38c5a119b8fda33d,0
direct,nfp_1026,nfp,g_0fa64114423bfadd,0
direct,nfp_1027,nfp,g_7487e207b7e38b3d,0
direct,nfp_1028,nfp,g_9d078dce2f08f4a2,0
direct,nfp_1029,nfp,g_5acdd4fa38837fab,1
direct,nfp_1030,nfp,g_ed494aefb6216f11,0
direct,nfp_1031,nfp,g_023287bf137a2d36,1
direct,nfp_1032,nfp,g_a69e35017720c04d,1
direct,nfp_1033,nfp,g_b0c4fc55867bae76,0
direct,nfp_1034,nfp,g_db7945e98518ed4c,1
direct,nfp_1035,nfp,g_8ad205d52532e606,0
direct,nfp_1036,nfp,g_09dead9591063a2b,0
direct,nfp_1037,nfp,g_ca05107d50dfbce2,1
direct,nfp_1038,nfp,g_590237bec7270dc8,0
direct,nfp_1039,nfp,g_b2741745864ec3c4,0
direct,nfp_1040,nfp,g_3cc46a35063d98d8,0
direct,nfp_1041,nfp,g_e0d1d4f7260b07d8,0
direct,nfp_1042,nfp,g_6a51bd12bb30c2cf,1
direct,nfp_1043,nfp,g_875024c3f522bef3,0
direct,nfp_1044,nfp,g_77fdd807ddb682e3,0
direct,nfp_1045,nfp,g_6999d719e7f404f9,0
direct,nfp_1046,nfp,g_2cb3ada3e6d7ab34,0
direct,nfp_1047,nfp,g_ea8b0e7382fc2ca4,0
direct,nfp_1048,nfp,g_72672c52bf3b6500,0
direct,nfp_1049,nfp,g_2e4529a696711a47,0
direct,nfp_1050,nfp,g_0274515d395819f7,0
direct,nfp_1051,nfp,g_72ce52bdee35ee7d,0
direct,nfp_1052,nfp,g_17576a9ee980b82a,1
direct,nfp_1053,nfp,g_82305c525bae71ce,0
direct,nfp_1054,nfp,g_63fa60e7792ecec4,1
direct,nfp_1055,nfp,g_85b63d80433b4780,1
direct,nfp_1056,nfp,g_3f970328bf6a67c4,0
direct,nfp_1057,nfp,g_f43aeb570f6a70be,1
direct,nfp_1058,nfp,g_ffb0c5b426cf1395,0
direct,nfp_1059,nfp,g_f409d19c9daf239d,0
direct,nfp_1060,nfp,g_1bcd350208021c58,1
direct,nfp_1061,nfp,g_73e75fd31cb22d00,0
direct,nfp_1062,nfp,g_ea335c6cbe720637,1
direct,nfp_1063,nfp,g_2fbf542ba550b425,1
direct,nfp_1064,nfp,g_ef572b88daf1e529,0
direct,nfp_1065,nfp,g_0de106ae331b0bd0,0
direct,nfp_1066,nfp,g_22a17f7a411a59ba,0
direct,nfp_1067,nfp,g_0a1f2f733e8d5f67,0
direct,nfp_1068,nfp,g_ccb6d08a1a1c39d0,0
direct,nfp_1069,nfp,g_681e4c84f5e024df,1
direct,nfp_1070,nfp,g_0ba0a7f95dae4a27,0
direct,nfp_1071,nfp,g_eac780faee7c861c,0
direct,nfp_1072,nfp,g_d96f348ae6ac86dc,0
direct,nfp_1073,nfp,g_141872196da1af1e,0
direct,nfp_1074,nfp,g_e2500c50726bc97d,0
direct,nfp_1075,nfp,g_fd82b773057129b5,0
direct,nfp_1076,nfp,g_79d1944fc789fc24,1
direct,nfp_1077,nfp,g_d67551f50be2afbf,0
direct,nfp_1078,nfp,g_ebdbe98d9e748ebc,1
direct,nfp_1079,nfp,g_b067fbc42e1b96d0,1
direct,nfp_1080,nfp,g_89dc9c3367d53304,1
direct,nfp_1081,nfp,g_c562c518282b0383,0
direct,nfp_1082,nfp,g_3efab1e679bd95d7,1
direct,nfp_1083,nfp,g_37db5c7cd4009473,1
direct,nfp_1084,nfp,g_d8500b15bfb5d0f1,0
direct,nfp_1085,nfp,g_f87b03c409b490f9,0
direct,nfp_1086,nfp,g_54419292364e7e16,0
direct,nfp_1087,nfp,g_d644ff903573f577,0
direct,nfp_1088,nfp,g_7cbb865a72ea4512,1
direct,nfp_1089,nfp,g_bd1dc50cd81dce8b,1
direct,nfp_1090,nfp,g_a821a3e2c0cf44ca,0
direct,nfp_1091,nfp,g_fda86c97edf476e0,0
direct,nfp_1092,nfp,g_7f869cb0ede4ccc6,1
direct,nfp_1093,nfp,g_c133e7884ff15bf3,1
direct,nfp_1094,nfp,g_11239780ec2ad095,1
direct,nfp_1095,nfp,g_309e738949b151ec,0
direct,nfp_1096,nfp,g_463dd570c542a130,0
direct,nfp_1097,nfp,g_a04b51042e579fcb,1
direct,nfp_1098,nfp,g_a7e4fdd453e66b64,1
direct,nfp_1099,nfp,g_871c24732bb05933,0
direct,nfp_1100,nfp,g_e5c94b0361279024,0
direct,nfp_1101,nfp,g_3fd7f6000501b9ed,1
direct,nfp_1102,nfp,g_c43ae36246c19be8,0
direct,nfp_1103,nfp,g_adb65923e7a2611b,0
direct,nfp_1104,nfp,g_88ada7b4e9558cff,0
direct,nfp_1105,nfp,g_7e8e236fa353b582,1
direct,nfp_1106,nfp,g_d1263135930dd9d8,0
direct,nfp_1107,nfp,g_6f7f645166a77d05,1
direct,nfp_1108,nfp,g_406cb31e3788a5ac,1
direct,nfp_1109,nfp,g_fea7f11d2e3a626a,0
direct,nfp_1110,nfp,g_d5b84d54263328d5,0
direct,nfp_1111,nfp,g_5480d248f19133f5,0
direct,nfp_1112,nfp,g_d7ea6f3465db8b63,0
direct,nfp_1113,nfp,g_b659e249edfbdf68,0
direct,nfp_1114,nfp,g_f021a8f45ac5359f,0
direct,nfp_1115,nfp,g_40a4d591e83e7e74,0
direct,nfp_1116,nfp,g_96e01a3e504ed5c1,1
direct,nfp_1117,nfp,g_39b994016d05ec50,1
direct,nfp_1118,nfp,g_c0ba83e99d5b9beb,0
direct,nfp_1119,nfp,g_97a93a9aa5c8200a,1
direct,nfp_1120,nfp,g_09f6b6e2f8976aa1,0
direct,nfp_1121,nfp,g_ef0538784fe1ffc5,1
direct,nfp_1122,nfp,g_253b77749d3b7958,1
direct,nfp_1123,nfp,g_ab900b3c65c6fd0f,0
direct,nfp_1124,nfp,g_df1414fe7d9fb750,1
direct,nfp_1125,nfp,g_18b376e84af637f3,0
direct,nfp_1126,nfp,g_957401aca986fdbb,0
direct,nfp_1127,nfp,g_1fc0d35e2372953f,1
direct,nfp_1128,nfp,g_c03ce4015a3ba730,0
direct,nfp_1129,nfp,g_39253ec30588d028,1
direct,nfp_1130,nfp,g_c62b909623a22334,1
direct,nfp_1131,nfp,g_a5798a99de5831d0,1
direct,nfp_1132,nfp,g_ea9dae93fa9530a2,1
direct,nfp_1133,nfp,g_3768a7d9c374e060,1
direct,nfp_1134,nfp,g_494d451eb99fad4b,1
direct,nfp_1135,nfp,g_2aebf16024eaf22c,0
direct,nfp_1136,nfp,g_7c14b2b4d84cee2f,1
direct,nfp_1137,nfp,g_9ba118a134d88e59,0
